99.25,98.8,100.0
98.87,99.61,100.0
99.42,98.08,100.0
99.58,98.63,100.0
99.53,99.06,100.0
99.91,100.62,100.0
100.06,99.29,100.0
100.65,101.43,100.0
101.4,101.76,100.0
101.55,102.19,100.0
101.44,102.93,100.0
101.97,100.28,100.0
101.58,98.62,100.0
101.69,97.75,100.0
101.17,96.29,100.0
101.17,95.36,100.0
100.24,97.14,100.0
100.95,96.39,100.0
100.2,96.24,100.0
100.64,96.95,100.0
99.79,96.91,100.0
99.45,95.23,100.0
100.57,98.38,100.0
100.0,98.25,100.0
100.1,97.0,100.0
100.13,96.23,100.0
99.25,97.75,100.0
98.44,98.57,100.0
98.91,96.16,100.0
98.73,95.71,100.0
99.01,95.21,100.0
99.48,96.59,100.0
98.97,96.88,100.0
99.64,94.35,100.0
99.79,94.93,100.0
99.76,93.88,100.0
100.13,93.58,100.0
99.7,94.19,100.0
98.94,93.58,100.0
98.66,91.57,100.0
98.89,92.17,100.0
98.61,90.95,100.0
98.83,90.77,100.0
98.28,91.46,100.0
98.13,91.08,100.0
97.82,91.14,100.0
96.8,90.02,100.0
96.74,90.12,100.0
96.34,90.98,100.0
95.92,87.8,100.0
96.11,88.51,100.0
95.99,86.87,100.0
96.66,88.7,100.0
97.22,90.07,100.0
97.55,89.79,100.0
96.84,90.27,100.0
96.15,88.39,100.0
98.06,88.84,100.0
97.75,90.21,100.0
97.35,90.0,100.0
97.58,90.72,100.0
99.05,92.35,100.0
98.58,90.99,100.0
99.35,89.77,100.0
98.69,91.95,100.0
98.84,89.96,100.0
99.09,90.81,100.0
98.45,89.35,100.0
98.72,87.99,100.0
98.67,87.96,100.0
99.14,88.26,100.0
99.1,89.3,100.0
98.96,87.77,100.0
98.19,85.58,100.0
99.45,86.33,100.0
99.86,87.96,100.0
99.52,86.84,100.0
99.51,87.43,100.0
99.21,86.55,100.0
99.68,85.67,100.0
100.24,84.49,100.0
101.57,85.97,100.0
101.12,83.01,100.0
101.01,83.44,100.0
99.64,83.66,100.0
99.55,87.05,100.0
99.09,88.08,100.0
98.49,89.26,100.0
99.28,87.7,100.0
99.94,85.39,100.0
99.7,84.7,100.0
99.86,84.43,100.0
100.62,82.98,100.0
100.22,82.94,100.0
101.13,81.8,100.0
101.02,82.73,100.0
