100,100
100.2135702,100.6712206
100.2834044,100.8842483
100.8423509,102.629501
100.4481027,101.3735443
100.1191665,100.3304881
99.44220994,98.2018054
99.24637397,97.60058843
99.64423292,98.87952969
99.82845887,99.47018201
100.4085331,101.3002094
101.0756773,103.379183
100.8769649,102.7283231
100.029766,100.0566721
98.75504253,96.05085059
98.90345169,96.55752466
99.07450011,97.13060459
99.45041802,98.34563399
99.69735256,99.13944224
99.32007894,97.95874698
97.6057766,92.56403355
97.32168498,91.72380074
97.02627234,90.85295161
96.63424671,89.67784699
96.01785816,87.78783724
96.81448824,90.47261102
96.40419882,89.23918286
96.86268552,90.81279768
95.80986668,87.51193541
95.66682146,87.16015146
95.51902586,86.7952954
95.62791208,87.26535305
95.99808782,88.57708728
96.57590546,90.54414354
96.62383993,90.77926217
96.35887486,90.00499312
97.10016869,92.4799401
96.81277274,91.62021483
96.07661535,89.3242245
95.77876953,88.45255645
95.46761886,87.54344006
94.73393666,85.26912575
95.07629817,86.5127286
95.46491703,87.89197974
96.43033335,91.12589907
96.04008539,89.93952867
96.05701441,90.0759774
96.10886346,90.32363812
97.09518832,93.5866092
97.78160379,95.83493478
98.20308249,97.20615789
98.55225301,98.33060073
99.88486265,102.5637216
100.0317911,102.9899631
99.70834968,101.9340136
99.57286065,101.4775178
100.3410098,103.8732395
100.1721719,103.2965037
100.0992041,103.025579
100.4175517,103.9862107
100.919115,105.5102634
100.8960732,105.3767744
100.3764038,103.6933763
100.3100789,103.441012
100.5512673,104.1554808
100.3362986,103.4340937
100.440186,103.7183404
99.77382977,101.5864086
99.81702835,101.6980968
99.4766169,100.6016888
101.1622773,105.9034075
100.2603897,103.0275766
100.9434161,105.1333494
101.2619185,106.0718332
101.9648694,108.1978831
101.0676054,105.3314389
101.1385576,105.4956899
100.136191,102.3111895
100.9731947,104.9101881
101.4687337,106.4046062
101.5984208,106.7420309
101.9625912,107.8053651
101.9504791,107.6895048
102.1997456,108.3857918
103.2598431,111.5857392
103.5033558,112.2230244
102.5732951,109.2505912
102.7501904,109.7075625
102.4143822,108.5781968
103.2941552,111.2161588
103.7776309,112.5964594
103.702368,112.2476174
103.8404925,112.5566495
103.6295651,111.7936546
103.6733468,111.8185697
103.7702739,112.0066924
104.6711852,114.6576184
104.753671,114.7751531
105.0354157,115.4989513
104.2461844,112.9593756
104.4412724,113.4387247
103.7238062,111.1286427
102.4234974,107.0427674
101.8010937,105.056301
102.9920926,108.7106676
102.9852695,108.6130192
104.4953401,113.1897446
103.8048448,110.9667644
103.3206106,109.3869496
102.3311998,106.2642235
102.7007148,107.3548156
101.8532919,104.6768742
101.8341607,104.5796577
101.9673493,104.9563201
103.0427108,108.2515158
102.0901766,105.2483111
103.0251674,108.1035142
102.9563709,107.8235755
104.1106494,111.3150627
103.8067729,110.2891933
105.487071,115.3512242
105.7318005,115.9609158
105.6704267,115.6380861
104.6257739,112.3414484
105.1735998,113.9078951
105.2531845,114.03259
105.7689408,115.4807342
106.2099419,116.6850567
106.0861604,116.1711709
106.7642924,118.0839372
107.2031596,119.251968
106.6672213,117.4833018
107.9657692,121.2455907
107.9338931,120.9724986
109.1306421,124.3704868
108.0532184,120.9732516
108.476043,122.0614724
109.028736,123.5239212
108.6741038,122.2780574
109.3870535,124.214522
109.8992009,125.5312618
110.506182,127.1122883
110.6416203,127.2878374
111.3753955,129.219696
111.1401405,128.2926979
110.6552598,126.6430901
110.2845165,125.3401595
110.7447316,126.4928388
110.2913848,124.9512632
109.7773553,123.2420807
108.9906764,120.739375
109.298283,121.4943319
110.0374645,123.5192954
111.4577474,127.5247644
111.7891424,128.2779926
111.8748594,128.3070678
111.7078302,127.5999185
112.5613397,129.8777352
112.9830256,130.8701548
112.2473467,128.4994859
111.5035125,126.1178571
112.9332767,130.0994877
113.4106441,131.2526107
114.0204151,132.7754416
115.2764445,136.1406885
115.72685,137.1487654
115.4743519,136.1416753
116.2186293,137.990166
116.2579496,137.8102468
116.0174346,136.8376157
116.3800019,137.5908593
115.4344016,134.6199384
114.8785212,132.7750679
114.7653221,132.2109021
115.6993868,134.6552481
117.0235161,138.177776
116.6891668,136.9477214
117.2437611,138.249297
